,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
68,68,390,0.08505490848269218,0.9731971153846154,0.995414477784703,0.7734187349879904,0.3096477181745396,0.42108308439013326,0.16018520277255857,0.9165,0.9613333333333334,0.03722222222222222
69,69,390,0.08364670515920107,0.9736378205128206,0.995548730275311,0.7763078773301263,0.3084786530366807,0.41559005896501905,0.16879783581260224,0.9175,0.9632222222222222,0.035555555555555556
70,70,390,0.08076232557590955,0.9746594551282052,0.9961047922184878,0.7816943721209694,0.30783096334868815,0.42803320684764956,0.16380692365198907,0.9135,0.9606666666666667,0.03777777777777778
71,71,390,0.07835509588894171,0.9751201923076923,0.996171567209028,0.7856999799719607,0.2998197476467054,0.4370567466639265,0.15228148198253671,0.9126,0.9646666666666667,0.033666666666666664
72,72,390,0.07624446412978264,0.9760416666666667,0.9960600124654972,0.7960368294635709,0.2908326661329063,0.4233872892358635,0.19632272655800195,0.9168,0.9544444444444444,0.04411111111111111
73,73,390,0.07245711096538565,0.9769030448717949,0.9960821850722347,0.8044826896137682,0.2809685811486892,0.45988590713543226,0.19777125608123525,0.9112,0.959,0.03966666666666667
74,74,390,0.07117641497021303,0.9771834935897435,0.9956591425136904,0.8111244497799119,0.2773109243697479,0.41722115647943714,0.21568585344603364,0.9176,0.9523333333333334,0.04611111111111111
75,75,390,0.06654064393817233,0.9792668269230769,0.9969061609686609,0.8205128205128205,0.2686298076923077,0.4201499317077142,0.22251302045835575,0.9154,0.9551111111111111,0.043111111111111114
76,76,390,0.06634907017533596,0.9794871794871794,0.9969951923076923,0.8219150641025641,0.26842948717948717,0.42783422221111345,0.15969255912891575,0.9113,0.9653333333333334,0.03344444444444444
77,77,390,0.06250362310271997,0.9798677884615384,0.9965722171522693,0.8295613859403165,0.2611656318846385,0.43408663618036464,0.2308790962356077,0.916,0.9506666666666667,0.04788888888888889
78,78,390,0.06199378758573379,0.9799879807692308,0.9964827923957081,0.8317326930772309,0.2579031612645058,0.438522941798349,0.20039541463197116,0.9157,0.9581111111111111,0.04044444444444444
79,79,390,0.05711680022426523,0.9818709935897436,0.9970846129879378,0.8447653429602888,0.24829522663457682,0.43372555850427363,0.288577996036956,0.9164,0.9363333333333334,0.06177777777777778
80,80,390,0.056923782610549374,0.9813100961538461,0.9967724702844678,0.84221065278334,0.24769723668402083,0.43414540569993515,0.19829908384561118,0.9145,0.9572222222222222,0.041444444444444443
81,81,390,0.051937557341387636,0.9830328525641026,0.9971288032228628,0.8561410538970147,0.23662592666800242,0.45665672185677514,0.23184711467737043,0.9128,0.9544444444444444,0.04388888888888889
82,82,390,0.05206015832387866,0.9831730769230769,0.9973513176638177,0.8555689102564102,0.23737980769230768,0.43525604073759877,0.23180947772843738,0.9147,0.9548888888888889,0.043444444444444445
83,83,390,0.04882497172563886,0.9843549679487179,0.997151187376199,0.8691120465023051,0.22309079975947083,0.44368971874819524,0.242833976646964,0.913,0.9541111111111111,0.044444444444444446
84,84,390,0.04783752223906609,0.9850761217948718,0.9979522336234335,0.8692169036651312,0.22291207690767073,0.4410801482728765,0.21286740767913806,0.9141,0.9615555555555556,0.037333333333333336
85,85,390,0.045634453340123095,0.9856971153846154,0.9979076703913101,0.8758510212254705,0.21505806968362035,0.4575257112708273,0.21382077911894926,0.9121,0.9583333333333334,0.04055555555555555
86,86,390,0.04597564644347399,0.9849358974358975,0.9971953879713307,0.8746495794953945,0.21766119343211854,0.445404589176178,0.22500210806307658,0.9139,0.9568888888888889,0.04188888888888889
87,87,390,0.04467566514459367,0.985957532051282,0.9977295492487479,0.8800800800800801,0.21421421421421422,0.45520217490347126,0.220772137078391,0.9103,0.9567777777777777,0.04188888888888889
88,88,390,0.041917261180396265,0.987099358974359,0.9981082103670071,0.8879534976949288,0.2064541992383243,0.4441569298505783,0.27809509944537997,0.9152,0.9453333333333334,0.05311111111111111
89,89,390,0.04047672253890106,0.9871794871794872,0.9979078566659247,0.8905811623246493,0.20340681362725452,0.446204548583755,0.251360762549538,0.9134,0.9504444444444444,0.04833333333333333
90,90,390,0.03816425490240829,0.9885416666666667,0.9984643461230304,0.8991579791499599,0.1970729751403368,0.4492355308766606,0.24266419709253478,0.9115,0.9558888888888889,0.043111111111111114
91,91,390,0.03772831543897971,0.9881410256410257,0.9980188322240278,0.8993396037622573,0.19651791074644787,0.4465707084989246,0.2802908223804454,0.9148,0.9446666666666667,0.05377777777777778
92,92,390,0.036808117799078804,0.9883012820512821,0.9983753227098727,0.8975541299117883,0.19727345629510826,0.4492050601711756,0.23558815964825555,0.9143,0.955,0.04388888888888889
93,93,390,0.03832093515696052,0.9881610576923077,0.9982194128513877,0.8976157082748948,0.1985574033259868,0.4481032379443132,0.2505864499950073,0.9134,0.9503333333333334,0.04844444444444444
94,94,390,0.03636768914472598,0.9886017628205128,0.9982415919157744,0.901862607650711,0.19266973763268577,0.4417150096048283,0.2782734109377357,0.9151,0.9462222222222222,0.052333333333333336
95,95,390,0.03729725475423038,0.9884214743589743,0.9982861085761346,0.8996595233326657,0.19587422391347886,0.4434709164160716,0.2745144554007221,0.9145,0.9453333333333334,0.05311111111111111
96,96,390,0.03507786349345667,0.9893629807692308,0.9986868169778985,0.9054297735924665,0.18873973151673012,0.4449839126082915,0.26762133700327134,0.9139,0.9468888888888889,0.051111111111111114
97,97,390,0.035739885842523134,0.9894831730769231,0.9988203085004563,0.9054676547166033,0.1910674944922892,0.44255523930622054,0.27218355479794487,0.9144,0.9458888888888889,0.052444444444444446
98,98,390,0.03384241685390663,0.9899038461538462,0.9983751057294217,0.9136964357228674,0.18261914297156587,0.44639923168888573,0.26751596176288495,0.9139,0.9485555555555556,0.05
99,99,390,0.03538360295053094,0.9889022435897435,0.998397542899112,0.9033874523952696,0.19182200841852073,0.4411826394969904,0.27890731000774344,0.9141,0.9447777777777778,0.05355555555555556
